,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
341,50296.0,-37.777473,145.098862,51 Harold Street,BULLEEN,10920000.0,house,2013.0,3.0,1.0,2.0,SC_009,1451,19935,4055,26.0,0,hospital_194,1511,S_046,1401
342,12568.0,-37.717038,144.770322,2 Moriac Way,DELAHEY,2520000.0,house,2010.0,3.0,1.0,2.0,SC_048,3095,20000,1803,39.0,0,hospital_057,6207,S_094,1721
343,19026.0,-37.6873436,144.9252319,57 Meredith Street,BROADMEADOWS,3641000.0,house,2008.0,3.0,1.0,2.0,SC_059,3549,20030,688,37.0,0,hospital_104,4101,S_153,1077
344,45041.0,-37.696188,145.108192,4 Plenty River Drive,GREENSBOROUGH,4560000.0,house,2015.0,3.0,1.0,3.0,SC_051,5186,19985,865,38.0,0,hospital_075,1016,S_210,916
345,4344.0,-37.84857178,144.8671875,3 Sydney Street,NEWPORT,4488000.0,house,2009.0,3.0,1.0,1.0,SC_033,3028,19994,1583,20.0,0,hospital_141,2638,S_056,2341
346,85231.0,-37.892177,145.005966,12 Brentani Avenue,ELSTERNWICK,25330000.0,house,2011.0,5.0,3.0,2.0,SC_015,3429,19953,527,19.0,0,hospital_013,785,S_193,576
347,45896.0,-37.71714,145.132836,188 Rattray Road,MONTMORENCY,7500000.0,house,2013.0,3.0,2.0,1.0,SC_051,5388,19986,1018,40.0,0,hospital_075,2725,S_194,2229
348,32517.0,-37.733387,144.995075,29B Paywit Street,PRESTON,8415000.0,house,2009.0,3.0,1.0,1.0,SC_103,918,20012,759,27.0,0,hospital_139,1780,S_085,800
349,53635.0,-37.821915,145.006966,67 Neptune Street,RICHMOND,15840000.0,house,2010.0,3.0,2.0,1.0,SC_038,2080,19906,631,13.0,0,hospital_122,362,S_076,1698
350,2207.0,-37.82200241,144.8452454,36 Nolan Avenue,BROOKLYN,3825000.0,house,2008.0,5.0,3.0,1.0,SC_033,537,20022,2973,22.0,0,hospital_056,4827,S_056,1494
351,13222.0,-37.716032,144.77973,5 Goldsmith Drive,DELAHEY,5600000.0,house,2011.0,4.0,2.0,1.0,SC_107,2740,20000,1729,39.0,0,hospital_057,5819,S_094,1559
352,6162.0,-37.78829956,144.8284607,139 Durham Road,SUNSHINE,7000000.0,house,2009.0,3.0,1.0,2.0,SC_102,803,20021,390,26.0,0,hospital_174,1234,S_080,847
353,67044.0,-37.749907,145.346268,14 Winnetka Drive,LILYDALE,7280000.0,house,2010.0,4.0,2.0,3.0,SC_084,2990,19876,637,61.0,0,hospital_151,956,S_233,959
354,85041.0,-37.882102,144.991289,6 Daley Street,ELWOOD,42160000.0,house,2016.0,4.0,2.0,2.0,SC_015,1759,19955,772,15.0,0,hospital_116,1632,S_133,1024
355,79066.0,-37.94917297,145.147171,40 Balmoral Avenue,SPRINGVALE,4302000.0,house,2008.0,3.0,1.0,1.0,SC_057,5364,19913,553,44.0,0,hospital_124,3666,S_075,618
356,24993.0,-37.57259,144.918777,10 Fletcher Road,CRAIGIEBURN,3880000.0,house,2015.0,4.0,2.0,2.0,SC_005,266,40221,3908,46.0,0,hospital_104,8696,S_178,2736
357,5558.0,-37.77641,144.853797,18 Dantum Grove,BRAYBROOK,10710000.0,house,2010.0,4.0,2.0,2.0,SC_102,1898,20021,2282,26.0,0,hospital_174,1877,S_131,1307
358,40731.0,-37.68500137,145.0540314,5 Anna St,BUNDOORA,8750000.0,house,2008.0,4.0,2.0,2.0,SC_062,4631,20007,3540,38.0,0,hospital_041,1065,S_155,1527
359,89569.0,-37.945459,145.006565,5 King Street,SANDRINGHAM,7328000.0,house,2016.0,4.0,2.0,2.0,SC_046,2867,19948,570,29.0,0,hospital_036,420,S_088,1000
360,36792.0,-37.630666,145.035651,12 Quartz Grove,EPPING,3120000.0,house,2010.0,4.0,2.0,2.0,SC_062,4978,20005,2467,43.0,0,hospital_053,2876,S_196,2404
361,46.0,-37.817895,144.958001,613/480 Collins Street,MELBOURNE,2255000.0,house,2011.0,1.0,1.0,0.0,SC_014,571,22180,580,4.0,0,hospital_022,654,S_118,280
362,79697.0,-37.983733,145.154903,15 Ennismore Drive,KEYSBOROUGH,5250000.0,house,2014.0,4.0,2.0,2.0,SC_057,1902,19890,2667,49.0,0,hospital_096,1792,S_079,1858
363,16056.0,-37.7018013,144.8959503,33 Rutherglen Crescent,GOWANBRAE,3880000.0,house,2009.0,3.0,2.0,2.0,SC_010,1581,20032,1898,33.0,0,hospital_184,4579,S_209,2514
364,53608.0,-37.821597,145.005815,64 Fraser Street,RICHMOND,14300000.0,house,2016.0,2.0,1.0,0.0,SC_038,2123,19906,681,13.0,0,hospital_122,261,S_076,1610
365,47900.0,-37.80858612,145.0342712,14 St Anthonys Place,KEW,3744000.0,house,2009.0,2.0,2.0,2.0,SC_083,1328,19904,1446,21.0,0,hospital_086,1233,S_039,431
366,58185.0,-37.82034,145.139826,5 Minna Street,BLACKBURN,9100000.0,house,2011.0,3.0,1.0,2.0,SC_037,1537,19897,91,36.0,0,hospital_158,1851,S_018,1398
367,83595.0,-37.849092,145.004106,18 Robinson Street,PRAHRAN,5656000.0,house,2014.0,2.0,1.0,0.0,SC_024,934,19947,530,21.0,0,hospital_097,611,S_115,155
368,24346.0,-37.704476,144.967627,34 William Street,FAWKNER,4763000.0,house,2013.0,3.0,1.0,3.0,SC_030,3470,19961,879,35.0,0,hospital_139,3051,S_161,1857
369,56925.0,-37.859466,145.111242,9 Brockhoff Drive,BURWOOD,11186000.0,house,2012.0,3.0,2.0,1.0,SC_042,2640,19840,1575,28.0,0,hospital_089,1519,S_112,1722
370,86330.0,-37.920253,145.004593,2/109 Dendy Street,BRIGHTON,10800000.0,house,2016.0,3.0,2.0,2.0,SC_046,3657,19951,925,22.0,0,hospital_156,1484,S_009,953
371,85057.0,-37.883375,144.986624,64 Spray Street,ELWOOD,22680000.0,house,2012.0,3.0,2.0,2.0,SC_015,1715,19955,1124,15.0,0,hospital_116,2011,S_133,1284
372,59466.0,-37.816142,145.212332,16 James Avenue,MITCHAM,8195000.0,house,2013.0,4.0,2.0,2.0,SC_032,1498,19901,309,42.0,0,hospital_010,1724,S_040,1517
373,20558.0,-37.774227,144.963425,15 Charles Street,BRUNSWICK,9900000.0,house,2010.0,2.0,1.0,1.0,SC_008,4225,19969,423,20.0,0,hospital_102,1765,S_138,250
374,93091.0,-38.015273,145.097621,27 Eulinga Avenue,ASPENDALE,6390000.0,house,2011.0,3.0,2.0,2.0,SC_003,4971,19863,1304,45.0,0,hospital_001,3501,S_119,1251
375,39131.0,-37.75035095,145.0341797,130 Liberty Parade,BELLFIELD,3120000.0,house,2009.0,3.0,1.0,1.0,SC_047,1357,19934,2279,25.0,0,hospital_090,1266,S_219,2100
376,60249.0,-37.830123,145.212528,74 Churinga Avenue,MITCHAM,12206000.0,house,2015.0,3.0,1.0,1.0,SC_032,2406,19901,1250,42.0,0,hospital_008,2492,S_040,2475
377,46383.0,-37.708307,145.152832,1/8 Stanley Avenue,ELTHAM,7950000.0,house,2014.0,4.0,1.0,2.0,SC_051,3904,19987,732,44.0,0,hospital_075,4151,S_194,873
378,69518.0,-37.861527,145.107465,13 Cassinia Avenue,ASHWOOD,13440000.0,house,2015.0,3.0,1.0,2.0,SC_042,2251,19840,1404,28.0,0,hospital_089,1256,S_112,1323
379,80126.0,-38.001729,145.156915,31 Westbrook Drive,KEYSBOROUGH,8052000.0,house,2011.0,4.0,2.0,2.0,SC_057,1755,19889,4011,51.0,0,hospital_096,1530,S_079,1670
380,60649.0,-37.838667,145.185218,28 Woodcrest Road,VERMONT,9750000.0,house,2010.0,4.0,2.0,2.0,SC_088,2209,19899,2206,37.0,0,hospital_192,2597,S_202,1823
381,74767.0,-37.898562,145.054082,2/110 Neville Street,CARNEGIE,7010000.0,house,2014.0,2.0,2.0,1.0,SC_041,1589,19941,1372,36.0,0,hospital_159,2860,S_015,1228
382,25077.0,-37.598068,144.903862,109 Waterview Boulevard,CRAIGIEBURN,7520000.0,house,2015.0,4.0,2.0,2.0,SC_016,1052,40221,3505,46.0,0,hospital_104,6038,S_178,2696
383,79472.0,-37.988293,145.163153,1 Jon Place,KEYSBOROUGH,4023000.0,house,2014.0,3.0,1.0,2.0,SC_057,1020,19890,2638,49.0,0,hospital_096,910,S_079,974
384,9251.0,-37.866155,144.720707,10 Viaduct Parade,TRUGANINA,9350000.0,house,2015.0,4.0,2.0,2.0,SC_053,2333,46468,2386,33.0,0,hospital_073,3814,S_007,1951
385,96083.0,-37.92871857,145.046402,63 Fromer Street,BENTLEIGH,7216000.0,house,2009.0,3.0,1.0,1.0,SC_046,1393,19938,1039,41.0,0,hospital_110,972,S_107,1090
386,77003.0,-37.92647171,145.1209259,8 Thomas Street,CLAYTON,5500000.0,house,2008.0,4.0,1.0,1.0,SC_087,5466,19915,202,39.0,0,hospital_076,524,S_169,211
387,79464.0,-37.984154,145.153777,1 Ennismore Drive,KEYSBOROUGH,6270000.0,house,2010.0,3.0,2.0,2.0,SC_057,1963,19890,2771,49.0,0,hospital_096,1843,S_079,1916
388,67669.0,-37.759514,145.339624,7/17-19 Nicholas Street,LILYDALE,4605000.0,house,2016.0,1.0,1.0,1.0,SC_084,2266,19876,839,61.0,0,hospital_113,1363,S_081,877
389,74709.0,-37.897624,145.064744,185A Murrumbeena Road,MURRUMBEENA,11522000.0,house,2015.0,2.0,1.0,3.0,SC_041,1529,19919,858,30.0,0,hospital_159,2739,S_015,1327
390,60721.0,-37.831283,145.207475,4 Andrew Street,VERMONT,6000000.0,house,2011.0,4.0,2.0,1.0,SC_032,2789,19901,1456,42.0,0,hospital_010,2600,S_040,2851
391,49314.0,-37.80821609,145.0889587,27 Parkdale Avenue,BALWYN,14400000.0,house,2009.0,4.0,2.0,2.0,SC_020,3125,19894,1791,31.0,0,hospital_117,2443,S_136,1207
392,28815.0,-37.804931,144.993316,138 Gipps Street,ABBOTSFORD,8515000.0,house,2009.0,2.0,1.0,1.0,SC_068,2162,19976,59,10.0,0,hospital_162,1066,S_076,557
393,64066.0,-37.782781,145.290158,27 Bartlett Avenue,CROYDON,5865000.0,house,2011.0,3.0,1.0,1.0,SC_022,1919,19878,1641,51.0,0,hospital_164,4120,S_181,1678
394,4232.0,-37.833506,144.866245,2/211 Blackshaws Road,NEWPORT,5335000.0,house,2010.0,2.0,1.0,2.0,SC_033,1875,19995,1760,18.0,0,hospital_141,3911,S_056,1753
395,46600.0,-37.706445,145.173308,13B Lyons Rise,ELTHAM,6350000.0,house,2015.0,4.0,2.0,2.0,SC_051,3840,19987,2380,44.0,0,hospital_075,5941,S_194,1651
396,52746.0,-37.819957,144.995125,22a Goodwood Street,RICHMOND,6480000.0,house,2011.0,2.0,1.0,0.0,SC_068,2116,19908,633,11.0,0,hospital_146,308,S_076,1153
397,12951.0,-37.72161865,144.766571,30 Poa Court,DELAHEY,4575000.0,house,2009.0,3.0,1.0,1.0,SC_048,2542,20000,2377,39.0,0,hospital_057,6044,S_094,2312
398,60654.0,-37.838115,145.201981,3 Allison Crt,VERMONT,9760000.0,house,2010.0,3.0,2.0,2.0,SC_088,2873,19901,2341,42.0,0,hospital_008,2521,S_202,2762
399,39121.0,-37.752223,145.035036,12 Garrett Crescent,BELLFIELD,7020000.0,house,2016.0,2.0,1.0,2.0,SC_047,1578,19933,2069,23.0,0,hospital_039,1296,S_219,1879
400,7552.0,-37.746335,144.771842,53 Diamond Avenue,ALBANVALE,4438000.0,house,2011.0,3.0,2.0,2.0,SC_048,3057,20002,2488,33.0,0,hospital_057,4072,S_070,513
401,44154.0,-37.708783,145.09843,110-112 Nell Street,GREENSBOROUGH,6409000.0,house,2010.0,3.0,1.0,2.0,SC_017,5855,19985,1018,38.0,0,hospital_075,771,S_020,477
402,89815.0,-37.969634,145.041636,10 Fairway Avenue,CHELTENHAM,18450000.0,house,2016.0,4.0,3.0,2.0,SC_079,2283,19866,1182,37.0,0,hospital_055,1470,S_023,1683
403,11742.0,-37.71926498,144.826767,2 Hopkins Ave,KEILOR,7630000.0,house,2009.0,3.0,2.0,2.0,SC_107,1926,20001,3114,36.0,0,hospital_005,4707,S_222,2252
404,66414.0,-37.77819,145.32966,44 Greenslopes Drive,MOOROOLBARK,6330000.0,house,2013.0,3.0,1.0,2.0,SC_084,2625,19877,1685,55.0,0,hospital_113,2854,S_168,2343
405,34788.0,-37.725381,145.010987,36 Southernhay Street,RESERVOIR,14432000.0,house,2015.0,3.0,2.0,2.0,SC_103,1770,20011,798,29.0,0,hospital_139,1433,S_084,1492
406,80524.0,-37.989045,145.164862,8 Narellan Drive,KEYSBOROUGH,4455000.0,house,2012.0,3.0,1.0,2.0,SC_057,849,19889,2636,51.0,0,hospital_096,742,S_079,803
407,7107.0,-37.7803421,144.8392944,9 Osbert Street,SUNSHINE,2808000.0,house,2008.0,3.0,1.0,0.0,SC_102,550,20021,1073,26.0,0,hospital_174,665,S_080,564
408,74002.0,-37.8646,145.271107,8 Gregory Road,BORONIA,12075000.0,house,2012.0,4.0,2.0,2.0,SC_049,4653,19869,1255,53.0,0,hospital_049,1044,S_024,1228
409,14364.0,-37.757117,144.896476,37 Fawkner Street,ABERFELDIE,14175000.0,house,2014.0,4.0,2.0,2.0,SC_085,1923,20037,1740,21.0,0,hospital_184,1815,S_197,1865
410,88771.0,-37.949894,145.037475,30 Albert Street,HIGHETT,8800000.0,house,2014.0,4.0,2.0,2.0,SC_079,327,19872,419,41.0,0,hospital_110,1876,S_069,327
411,87155.0,-37.923362,144.994557,84 New Street,BRIGHTON,19200000.0,house,2015.0,3.0,2.0,2.0,SC_046,4243,19950,588,24.0,0,hospital_156,1317,S_009,905
412,79569.0,-38.003006,145.149052,11 Trina Court,KEYSBOROUGH,9720000.0,house,2016.0,4.0,2.0,2.0,SC_057,2418,19889,4640,51.0,0,hospital_096,2191,S_079,2332
413,2149.0,-37.780071,144.881313,31 Emu Road,MAIDSTONE,8880000.0,house,2013.0,3.0,1.0,2.0,SC_052,903,20025,3020,14.0,0,hospital_056,1516,S_049,1035
414,23790.0,-37.641421,144.90935,8 Annadale Mews,GREENVALE,6930000.0,house,2010.0,3.0,2.0,2.0,SC_072,1538,40220,2324,42.0,0,hospital_104,1420,S_211,2428
415,93130.0,-38.01305,145.092726,2A Attenborough Road,ASPENDALE,8330000.0,house,2010.0,3.0,1.0,2.0,SC_003,4677,19863,846,45.0,0,hospital_001,3046,S_119,768
416,87332.0,-37.941716,145.012833,12 Myrtle Road,HAMPTON,23200000.0,house,2013.0,4.0,2.0,2.0,SC_046,2253,19949,1081,27.0,0,hospital_036,804,S_214,914
417,9839.0,-37.904948,144.632826,5 Simpson Court,WERRIBEE,3438000.0,house,2011.0,3.0,2.0,2.0,SC_012,4054,19921,2561,40.0,0,hospital_073,5132,S_050,2931
418,35611.0,-37.700294,145.021662,8 Lucille Avenue,RESERVOIR,7000000.0,house,2010.0,2.0,1.0,1.0,SC_047,4326,20008,1052,36.0,0,hospital_025,2652,S_225,2810
419,88217.0,-37.939174,145.058564,42 Matilda Road,MOORABBIN,7150000.0,house,2011.0,3.0,1.0,1.0,SC_046,1776,19872,1791,41.0,0,hospital_110,2029,S_069,1894
420,83137.0,-37.891277,145.250909,29 David Street,KNOXFIELD,12320000.0,house,2016.0,4.0,2.0,2.0,SC_049,5048,19868,4039,55.0,0,hospital_049,4243,S_027,1854
421,75070.0,-37.901105,145.05516,342 Koornang Road,CARNEGIE,5700000.0,house,2012.0,2.0,1.0,1.0,SC_041,1846,19941,1386,36.0,0,hospital_159,2563,S_015,1498
422,92653.0,-37.985606,145.090803,12 Margaret Street,PARKDALE,9040000.0,house,2012.0,3.0,1.0,2.0,SC_003,1619,19864,1518,41.0,0,hospital_001,1672,S_003,1208
423,56301.0,-37.846168,145.133146,19 College Way,BURWOOD,10030000.0,house,2013.0,3.0,2.0,2.0,SC_037,3163,19897,2903,36.0,0,hospital_047,362,S_097,743
424,82636.0,-37.902084,145.267351,2 Faldo Court,ROWVILLE,7480000.0,house,2013.0,4.0,2.0,2.0,SC_049,3691,19868,3340,55.0,0,hospital_150,4051,S_199,2498
425,55261.0,-37.842149,145.071936,20 Kirkwood Drive,CAMBERWELL,34500000.0,house,2016.0,5.0,3.0,2.0,SC_099,2329,19850,378,32.0,0,hospital_168,1553,S_160,800
426,27258.0,-37.61022186,144.9308929,54 Edington Way,CRAIGIEBURN,3926000.0,house,2009.0,3.0,1.0,2.0,SC_110,1557,40221,1441,46.0,0,hospital_104,4599,S_005,1547
427,92840.0,-38.003561,145.09796,18 Gala Supreme Close,MORDIALLOC,7995000.0,house,2016.0,4.0,2.0,2.0,SC_003,3693,19863,964,45.0,0,hospital_001,2633,S_119,1109
428,44186.0,-37.689668,145.087259,12 Eastgate Drive,GREENSBOROUGH,7050000.0,house,2013.0,3.0,1.0,1.0,SC_062,4232,19984,2390,34.0,0,hospital_041,2152,S_210,2014
429,26896.0,-37.601008,144.925292,41 Axminster Drive,CRAIGIEBURN,2520000.0,house,2016.0,3.0,2.0,1.0,SC_110,1322,40221,1593,46.0,0,hospital_104,5548,S_178,1095
430,73693.0,-37.86693954,145.2841034,41 Pine Crescent,BORONIA,4304000.0,house,2007.0,2.0,1.0,1.0,SC_049,3721,19869,723,53.0,0,hospital_049,499,S_146,575
431,66056.0,-37.786905,145.308157,24 Central Avenue,MOOROOLBARK,4800000.0,house,2016.0,3.0,2.0,2.0,SC_022,2589,19877,444,55.0,0,hospital_113,4953,S_224,1707
432,6863.0,-37.779002,144.81656,6 Dubbo St,ALBION,7350000.0,house,2012.0,4.0,1.0,2.0,SC_102,1542,20004,732,28.0,0,hospital_174,1412,S_080,1484
433,79265.0,-37.9361752,145.1573378,6 Webb Ave,SPRINGVALE,10710000.0,house,2014.0,3.0,1.0,2.0,SC_073,4172,19913,1523,44.0,0,hospital_076,3604,S_075,1991
434,73894.0,-37.867284,145.271502,60 Rankin Road,BORONIA,5200000.0,house,2012.0,3.0,1.0,2.0,SC_049,4420,19869,1364,53.0,0,hospital_049,1115,S_024,1308
435,10128.0,-37.78158188,144.9262238,16 Canterbury Street,FLEMINGTON,6820000.0,house,2009.0,2.0,1.0,0.0,SC_011,892,20040,684,15.0,0,hospital_007,805,S_086,640
436,3547.0,-37.819242,144.889637,43 Wilson Street,YARRAVILLE,4635000.0,house,2011.0,3.0,1.0,1.0,SC_043,3772,19996,378,15.0,0,hospital_056,2922,S_201,2187
437,73818.0,-37.856145,145.292948,53 Elsie Street,BORONIA,10540000.0,house,2015.0,3.0,2.0,0.0,SC_049,4466,19869,892,53.0,0,hospital_049,1151,S_146,893
438,66808.0,-37.743151,145.338885,1 Mentor Grove,LILYDALE,6500000.0,house,2010.0,4.0,2.0,2.0,SC_084,2759,19876,1581,61.0,0,hospital_151,1882,S_233,1921
439,25065.0,-37.581876,144.919877,101 Mareeba Way,CRAIGIEBURN,3707000.0,house,2014.0,3.0,2.0,1.0,SC_005,815,40221,3034,46.0,0,hospital_104,7661,S_178,1837
440,70606.0,-37.876332,145.106308,2 Melinga Crescent,CHADSTONE,5360000.0,house,2009.0,4.0,2.0,1.0,SC_042,1306,19840,592,28.0,0,hospital_098,2328,S_112,1558
441,76421.0,-37.898169,145.080753,8 Skipton Road,HUGHESDALE,17550000.0,house,2016.0,3.0,1.0,2.0,SC_087,1088,19918,457,32.0,0,hospital_166,2219,S_167,1088
442,74563.0,-37.890721,145.050444,1292 Glen Huntly Road,CARNEGIE,8460000.0,house,2011.0,3.0,1.0,1.0,SC_041,981,19942,731,33.0,0,hospital_108,2782,S_015,624
443,91981.0,-37.981742,145.071695,127 Nepean Highway,MENTONE,4360000.0,house,2013.0,4.0,1.0,2.0,SC_003,1928,19865,573,39.0,0,hospital_133,444,S_003,546
444,48580.0,-37.805475,145.053972,57 Normanby Road,KEW,19250000.0,house,2014.0,4.0,2.0,2.0,SC_099,2130,19903,2015,23.0,0,hospital_064,614,S_137,1670
445,58432.0,-37.8064862,145.1685627,1/13 Taronga Court,NUNAWADING,8160000.0,house,2012.0,3.0,1.0,2.0,SC_002,1457,19899,1667,37.0,0,hospital_034,1833,S_202,2053
446,50919.0,-37.778399,145.115744,18 Somerville Street,DONCASTER,8580000.0,house,2012.0,4.0,2.0,2.0,SC_091,1322,20042,4572,31.0,0,hospital_194,566,S_046,559
447,94768.0,-37.908203,145.037263,13A Hawthorn Grove,MCKINNON,16110000.0,house,2014.0,4.0,2.0,2.0,SC_041,3217,19940,251,37.0,0,hospital_126,1784,S_107,1331
448,50658.0,-37.790728,145.123517,1 Citrus Court,DONCASTER,3744000.0,house,2010.0,4.0,3.0,2.0,SC_091,460,20042,3177,31.0,0,hospital_194,2069,S_188,417
449,40898.0,-37.70218,145.058483,594 Morwell Avenue,BUNDOORA,4818000.0,house,2014.0,3.0,1.0,2.0,SC_047,4748,19984,2434,34.0,0,hospital_037,115,S_155,502
450,56965.0,-37.822878,145.083871,1 Faversham Road,CANTERBURY,22560000.0,house,2014.0,2.0,1.0,1.0,SC_099,2277,19893,294,29.0,0,hospital_117,3080,S_160,1761
451,4735.0,-37.833353,144.872935,90 Watt Street,SOUTH KINGSVILLE,10850000.0,house,2011.0,3.0,3.0,2.0,SC_033,2419,19995,1182,18.0,0,hospital_141,3624,S_056,2340
452,24148.0,-37.71907806,144.9678345,20 Albert St,FAWKNER,6432000.0,house,2007.0,2.0,1.0,2.0,SC_030,2152,19963,610,32.0,0,hospital_139,2667,S_030,1814
453,30314.0,-37.776592,144.992402,67 Charles Street,NORTHCOTE,7040000.0,house,2015.0,2.0,1.0,1.0,SC_103,4204,20017,148,18.0,0,hospital_035,2041,S_138,2645
454,42016.0,-37.766904,145.057068,29 The Righi,EAGLEMONT,25620000.0,house,2014.0,4.0,2.0,2.0,SC_001,1349,19934,461,25.0,0,hospital_046,1040,S_100,1320
455,41346.0,-37.734755,145.070515,1 Crampton Crescent,ROSANNA,9425000.0,house,2010.0,4.0,2.0,3.0,SC_017,2345,19983,981,31.0,0,hospital_090,2377,S_100,2723
456,27013.0,-37.596611,144.926891,47 Alma Street,CRAIGIEBURN,4235000.0,house,2015.0,4.0,2.0,2.0,SC_110,1156,40221,1561,46.0,0,hospital_104,6048,S_178,691
457,78841.0,-37.95594406,145.1394043,22 McKirdy Street,SPRINGVALE,3555000.0,house,2008.0,3.0,1.0,1.0,SC_003,4730,19913,1426,44.0,0,hospital_124,3793,S_075,1106
458,51620.0,-37.793537,145.131698,7 Meadowbank Avenue,DONCASTER,8880000.0,house,2015.0,4.0,2.0,2.0,SC_091,876,20042,2998,31.0,0,hospital_154,2484,S_188,994
459,87647.0,-37.936149,145.017733,34 Teddington Road,HAMPTON,13260000.0,house,2013.0,3.0,3.0,2.0,SC_046,1847,19949,1442,27.0,0,hospital_036,1415,S_214,1101
460,52889.0,-37.81887436,145.007721,28/69 Palmer Street,RICHMOND,8585000.0,house,2007.0,2.0,2.0,2.0,SC_038,2416,19906,967,13.0,0,hospital_122,381,S_076,1485
461,51208.0,-37.773361,145.105281,3 Inez Court,DONCASTER,8030000.0,house,2014.0,3.0,2.0,2.0,SC_009,1456,19935,4323,26.0,0,hospital_193,874,S_046,768
462,48228.0,-37.804598,145.049249,29 Parkhill Road,KEW,6760000.0,house,2015.0,3.0,2.0,2.0,SC_083,2136,19903,2004,23.0,0,hospital_064,463,S_039,1618
463,58476.0,-37.825838,145.176021,10 Heather Grove,NUNAWADING,10584000.0,house,2015.0,4.0,1.0,2.0,SC_088,790,19899,591,37.0,0,hospital_060,1924,S_202,215
464,84619.0,-37.881075,144.980912,122 Ruskin Street,ELWOOD,35100000.0,house,2014.0,5.0,3.0,2.0,SC_015,1379,19955,1384,15.0,0,hospital_009,2318,S_133,1391
465,87537.0,-37.944104,145.0069821,24 Bayside Crescent,HAMPTON,22270000.0,house,2010.0,4.0,2.0,2.0,SC_046,2800,19948,725,29.0,0,hospital_036,342,S_088,879
466,46123.0,-37.71931458,145.1144257,4A Rattray Road,MONTMORENCY,6195000.0,house,2009.0,3.0,1.0,3.0,SC_009,5525,19986,768,40.0,0,hospital_075,1750,S_020,2061
467,70633.0,-37.877051,145.103863,20 Gooyong Avenue,CHADSTONE,10464000.0,house,2009.0,3.0,1.0,2.0,SC_042,1086,19840,818,28.0,0,hospital_098,2211,S_112,1478
468,67287.0,-37.758628,145.343029,26a Cavehill Road,LILYDALE,8250000.0,house,2011.0,3.0,1.0,0.0,SC_084,2561,19876,538,61.0,0,hospital_113,1100,S_081,594
469,95676.0,-37.904785,145.036199,38 Queen Street,ORMOND,9680000.0,house,2011.0,4.0,2.0,3.0,SC_041,2978,19941,347,36.0,0,hospital_126,1549,S_107,1721
470,85750.0,-37.892236,145.013116,58 Clarence Street,ELSTERNWICK,18000000.0,house,2012.0,4.0,2.0,2.0,SC_023,3165,19953,930,19.0,0,hospital_013,453,S_193,855
471,31792.0,-37.750918,145.017768,121 Raglan Street,PRESTON,11050000.0,house,2015.0,2.0,1.0,2.0,SC_047,1765,20013,1661,25.0,0,hospital_035,1595,S_105,1244
472,4574.0,-37.847819,144.875099,6 Melrose Street,NEWPORT,4900000.0,house,2006.0,3.0,1.0,0.0,SC_033,3428,19994,939,20.0,0,hospital_141,2174,S_056,2874
473,80503.0,-37.989259,145.179352,8 Cheviot Road,KEYSBOROUGH,4420000.0,house,2014.0,3.0,1.0,3.0,SC_057,654,19889,1630,51.0,0,hospital_096,879,S_079,739
474,41624.0,-37.740549,145.088557,15 Christine Street,VIEWBANK,7750000.0,house,2016.0,3.0,1.0,2.0,SC_017,2445,19936,1990,28.0,0,hospital_066,2869,S_100,2726
475,21898.0,-37.747699,144.957821,122 Reynard Street,COBURG,10620000.0,house,2013.0,4.0,1.0,1.0,SC_030,1832,19965,769,28.0,0,hospital_084,714,S_173,932
476,37832.0,-37.627727,145.024927,9 Daylesford Street,EPPING,3510000.0,house,2011.0,3.0,2.0,2.0,SC_062,5968,20005,2783,43.0,0,hospital_053,2757,S_196,1743
477,76460.0,-37.917286,145.112543,1 Alice Street,CLAYTON,12650000.0,house,2015.0,2.0,1.0,1.0,SC_087,4209,19915,1082,39.0,0,hospital_077,735,S_169,1101
478,82112.0,-37.986183,145.248386,32 Rebecca  Street,DOVETON,3339000.0,house,2015.0,3.0,1.0,2.0,SC_077,2115,19888,3418,54.0,0,hospital_119,2584,S_195,1257
479,25009.0,-37.60290527,144.9311218,10 Ipswich Place,CRAIGIEBURN,5100000.0,house,2009.0,4.0,2.0,2.0,SC_110,933,40221,1083,46.0,0,hospital_104,5403,S_005,868
480,48783.0,-37.803308,145.031069,86 Brougham Street,KEW,27520000.0,house,2015.0,3.0,1.0,1.0,SC_083,1951,19904,2076,21.0,0,hospital_032,1413,S_039,274
481,67584.0,-37.754063,145.34327,57 Cave Hill Road,LILYDALE,6720000.0,house,2015.0,3.0,1.0,0.0,SC_084,2622,19876,423,61.0,0,hospital_151,1180,S_233,737
482,4450.0,-37.837001,144.865707,41 Charlotte Street,NEWPORT,8960000.0,house,2013.0,3.0,1.0,2.0,SC_033,2024,19994,1697,20.0,0,hospital_141,3627,S_056,1703
483,93175.0,-38.00036,145.091033,3 Warren Road,MORDIALLOC,6156000.0,house,2013.0,3.0,1.0,1.0,SC_003,3258,19863,753,45.0,0,hospital_001,1930,S_119,938
484,77135.0,-37.94235,145.109728,178 Bourke Road,CLARINDA,4096000.0,house,2011.0,3.0,2.0,2.0,SC_003,3681,19915,2184,39.0,0,hospital_076,2481,S_170,1751
